Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
211,Lodha Palava City ,Tripura,Tripura,0 to 1 Year,Ready To Move,Carpet Area,305.0,7540,0,1,1,23.0
212,Unnamed Property,Tripura,Tripura,10+ Year,Ready To Move,Super Built Up Area,585.0,14358,2,1,1,84.0
213,Lodha Palava City ,Tripura,Tripura,5 to 10 Year,Ready To Move,Carpet Area,723.0,8298,6,2,2,60.0
214,Shree Chamunda Dham ,Tripura,Tripura,5 to 10 Year,Ready To Move,Carpet Area,800.0,9687,3,2,2,77.5
215,Unnamed Property,Tripura,Tripura,10+ Year,Ready To Move,Built Up Area,1205.0,8215,4,3,3,99.0
216,Silver Crest CHS ,Tripura,Tripura,10+ Year,Ready To Move,Built Up Area,1000.0,19000,3,2,2,190.0
217,Samartha Aangan ,Tripura,Tripura,10+ Year,Ready To Move,Super Built Up Area,1550.0,32903,18,3,3,510.0
218,Jewel Arista ,Tripura,Tripura,0 to 1 Year,Ready To Move,Super Built Up Area,685.0,3650,4,1,1,25.0
219,Unnamed Property,Tripura,Tripura,10+ Year,Ready To Move,Built Up Area,570.0,17544,14,1,2,110.0
220,Unnamed Property,Tripura,Tripura,10+ Year,Ready To Move,Super Built Up Area,1300.0,23000,1,3,3,299.0
221,Unnamed Property,Tripura,Tripura,10+ Year,Ready To Move,Carpet Area,436.0,18348,7,1,2,80.0
222,Gopala Apartment ,Tripura,Tripura,10+ Year,Ready To Move,Carpet Area,1550.0,10322,0,2,2,160.0
223,Cosmos Springs Angel ,Tripura,Tripura,5 to 10 Year,Ready To Move,Built Up Area,1400.0,11785,20,3,3,165.0
224,Godrej Sky Garden ,Tripura,Tripura,10+ Year,Ready To Move,Carpet Area,570.0,13157,6,2,2,75.0
225,Unnamed Property,Tripura,Tripura,undefined,Ready To Move,Carpet Area,561.0,52584,2,2,2,295.0
226,Unnamed Property,Tripura,Tripura,10+ Year,Ready To Move,Built Up Area,1264.0,15427,1,3,3,195.0
227,Panchali Apartment ,Tripura,Tripura,10+ Year,Ready To Move,Super Built Up Area,1720.0,16279,1,3,4,280.0
228,Unnamed Property,Tripura,Tripura,10+ Year,Ready To Move,Super Built Up Area,860.0,27906,5,2,2,227.0
229,Unnamed Property,Tripura,Tripura,10+ Year,Ready To Move,Plot Area,2000.0,8750,2,3,2,175.0
230,Unnamed Property,Tripura,Tripura,10+ Year,Ready To Move,Carpet Area,365.0,6575,0,1,1,24.0
231,Unnamed Property,Tripura,Tripura,5 to 10 Year,Ready To Move,Carpet Area,800.0,18750,7,2,2,150.0
232,Squarefeet Grand Square ,Tripura,Tripura,10+ Year,Ready To Move,Carpet Area,409.0,14180,4,1,2,58.0
233,Sai Darshan Apartment ,Tripura,Tripura,10+ Year,Ready To Move,Built Up Area,537.0,23277,5,1,1,125.0
234,Lodha Palava City ,Tripura,Tripura,5 to 10 Year,Ready To Move,Carpet Area,960.0,10000,5,2,2,96.0
235,Dharma Sadan ,Tripura,Tripura,5 to 10 Year,Ready To Move,Built Up Area,687.6,17452,2,3,3,120.0
236,Vasudev Sky High ,Tripura,Tripura,0 to 1 Year,Ready To Move,Carpet Area,960.0,9166,1,2,2,88.0
237,Unnamed Property,Tripura,Tripura,10+ Year,Ready To Move,Built Up Area,1185.0,8016,2,3,2,95.0
238,Wadhwa Viceroy Park ,Tripura,Tripura,1 to 5 Year,Ready To Move,Carpet Area,1510.0,18211,14,3,3,275.0
239,Unnamed Property,Tripura,Tripura,5 to 10 Year,Ready To Move,Carpet Area,460.0,12391,4,1,1,57.0
240,Vihang Hills ,Tripura,Tripura,5 to 10 Year,Ready To Move,Carpet Area,555.0,15676,9,2,2,87.0
241,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Plot Area,3000.0,2166,1,2,2,65.0
242,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Built Up Area,400.0,22500,5,1,2,90.0
243,Unnamed Property,Assam,Assam,1 to 5 Year,Ready To Move,Built Up Area,760.0,9210,5,1,1,70.0
244,Greenwood Estate Phase 2 ,Assam,Assam,5 to 10 Year,Ready To Move,Carpet Area,650.0,6461,1,2,2,42.0
245,Unnamed Property,Assam,Assam,5 to 10 Year,Ready To Move,Super Built Up Area,850.0,12352,5,2,2,105.0
246,Unnamed Property,Assam,Assam,5 to 10 Year,Ready To Move,Carpet Area,449.0,9354,5,1,1,42.0
247,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Built Up Area,760.0,8947,6,1,1,68.0
248,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Carpet Area,460.0,13043,3,1,2,60.0
249,Unnamed Property,Assam,Assam,1 to 5 Year,Ready To Move,Carpet Area,829.0,8443,1,2,2,70.0
250,Ravi Gaurav City ,Assam,Assam,10+ Year,Ready To Move,Super Built Up Area,750.0,7539,6,2,2,55.0
251,Unnamed Property,Assam,Assam,1 to 5 Year,Ready To Move,Carpet Area,675.0,32592,1,3,2,220.0
252,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Super Built Up Area,530.0,5660,0,1,1,32.0
253,Patels Pride ,Assam,Assam,1 to 5 Year,Ready To Move,Super Built Up Area,938.0,3732,7,2,2,34.0
254,Zoeb Aayesha Palace ,Assam,Assam,23-Mar,Under Construction,Super Built Up Area,649.0,16982,2,1,1,110.0
255,Kalpataru Vienta ,Assam,Assam,23-Dec,Under Construction,Carpet Area,1480.0,39864,8,5,4,590.0
256,Anmol Sankalp ,Assam,Assam,0 to 1 Year,Ready To Move,Super Built Up Area,1100.0,9090,12,2,2,100.0
257,West Metro Residency ,Assam,Assam,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,7142,7,2,2,75.0
258,AO Realty Bianca ,Assam,Assam,1 to 5 Year,Ready To Move,Built Up Area,1194.0,34530,5,2,2,250.0
259,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Built Up Area,200.0,24000,1,1,1,48.0
260,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Built Up Area,1750.0,35714,4,3,3,625.0
261,Unnamed Property,Assam,Assam,0 to 1 Year,Ready To Move,Built Up Area,938.0,8528,2,2,2,80.0
262,Paradise Sai Miracle ,Assam,Assam,1 to 5 Year,Ready To Move,Super Built Up Area,1685.0,15217,11,3,3,175.0
263,Jeevan Vihar Building ,Assam,Assam,10+ Year,Ready To Move,Built Up Area,1300.0,32692,0,2,2,425.0
264,Unnamed Property,Assam,Assam,5 to 10 Year,Ready To Move,Built Up Area,600.0,3500,1,1,1,21.0
265,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Built Up Area,440.0,30681,5,1,1,135.0
266,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Built Up Area,704.0,22443,4,2,2,158.0
267,Konnark Sai Krupa Premises ,Assam,Assam,1 to 5 Year,Ready To Move,Super Built Up Area,2800.0,16025,1,4,4,250.0
268,Paradise Sai Crystals ,Assam,Assam,1 to 5 Year,Ready To Move,Super Built Up Area,1175.0,15333,7,2,2,115.0
269,Unnamed Property,Assam,Assam,0 to 1 Year,Ready To Move,Carpet Area,1330.0,28195,16,3,3,375.0
270,Unnamed Property,Assam,Assam,5 to 10 Year,Ready To Move,Built Up Area,665.0,7368,3,1,1,49.0
271,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Carpet Area,892.0,14013,2,3,2,125.0
272,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Plot Area,1200.0,13750,3,3,2,165.0
273,Unnamed Property,Assam,Assam,5 to 10 Year,Ready To Move,Super Built Up Area,462.0,21645,7,1,1,100.0
274,Bhagwati Greens ,Assam,Assam,1 to 5 Year,Ready To Move,Super Built Up Area,1365.0,30000,13,2,2,240.0
275,Unnamed Property,Assam,Assam,1 to 5 Year,Ready To Move,Carpet Area,565.0,26548,11,2,2,150.0
276,Siddha Seabrook ,Assam,Assam,Under Construction,Under Construction,Carpet Area,706.0,27903,27,2,2,197.0
277,Unnamed Property,Assam,Assam,Under Construction,Under Construction,Built Up Area,665.0,8270,1,1,1,55.0
278,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Carpet Area,1900.0,7105,1,4,2,135.0
279,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Carpet Area,1380.0,22463,6,3,3,310.0
280,Darvesh Ayesha Tower ,Assam,Assam,10+ Year,Ready To Move,Super Built Up Area,2300.0,14347,1,3,3,330.0
281,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Plot Area,450.0,16888,2,1,2,76.0
282,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Carpet Area,2110.0,29620,11,5,4,625.0
283,Unnamed Property,Assam,Assam,5 to 10 Year,Ready To Move,Carpet Area,1050.0,42000,2,3,4,441.0
284,Unnamed Property,Assam,Assam,1 to 5 Year,Ready To Move,Super Built Up Area,3500.0,35000,16,4,4,1000.0
285,Balaji Garden CHS ,Assam,Assam,10+ Year,Ready To Move,Carpet Area,2200.0,12727,13,4,4,280.0
286,Unnamed Property,Assam,Assam,10+ Year,Ready To Move,Carpet Area,500.0,22000,0,1,1,110.0
287,Unnamed Property,Patna,Patna,24-Aug,Under Construction,Carpet Area,586.0,30716,12,2,3,180.0
288,Raj Estate ,Patna,Patna,1 to 5 Year,Ready To Move,Super Built Up Area,910.0,10659,4,2,2,97.0
289,Lodha Palava City ,Patna,Patna,5 to 10 Year,Ready To Move,Carpet Area,659.0,8801,16,2,2,58.0
290,Unnamed Property,Patna,Patna,23-Sep,Under Construction,Carpet Area,619.0,29079,21,2,2,180.0
291,Hiranandani Hill Grange ,Patna,Patna,10+ Year,Ready To Move,Built Up Area,1350.0,15555,3,3,3,210.0
292,Tirupati Arcade ,Patna,Patna,5 to 10 Year,Ready To Move,Built Up Area,2000.0,14000,6,3,3,250.0
293,Acme Avenue ,Patna,Patna,0 to 1 Year,Ready To Move,Built Up Area,1284.0,11604,11,2,2,138.0
294,Unnamed Property,Patna,Patna,23-Dec,Under Construction,Super Built Up Area,2200.0,47500,20,3,3,570.0
295,Dosti Imperia ,Patna,Patna,1 to 5 Year,Ready To Move,Built Up Area,1654.0,15235,5,3,3,252.0
296,Royal Oasis ,Patna,Patna,1 to 5 Year,Ready To Move,Carpet Area,727.0,23383,20,2,2,170.0
297,Unnamed Property,Patna,Patna,5 to 10 Year,Ready To Move,Carpet Area,710.0,19718,14,2,2,140.0
298,Unnamed Property,Patna,Patna,0 to 1 Year,Ready To Move,Carpet Area,930.0,34408,12,2,2,320.0
299,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,575.0,23478,2,1,1,135.0
300,Omkar Alta Monte ,Patna,Patna,0 to 1 Year,Ready To Move,Carpet Area,4200.0,20238,7,5,5,850.0
301,Unnamed Property,Patna,Patna,1 to 5 Year,Ready To Move,Carpet Area,734.0,7765,9,2,2,57.0
302,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Built Up Area,565.0,20884,6,1,2,118.0
303,Unnamed Property,Patna,Patna,1 to 5 Year,Ready To Move,Carpet Area,1250.0,7360,4,2,2,92.0
304,Lodha Upper Thane ,Patna,Patna,0 to 1 Year,Ready To Move,Super Built Up Area,1485.0,12121,10,3,3,180.0
305,Unnamed Property,Patna,Patna,5 to 10 Year,Ready To Move,Carpet Area,1300.0,20384,12,3,3,260.0
306,Bombay Taximens CHS ,Patna,Patna,10+ Year,Ready To Move,Super Built Up Area,700.0,17142,2,1,1,120.0
307,Unnamed Property,Patna,Patna,0 to 1 Year,Ready To Move,Carpet Area,650.0,51538,4,2,2,335.0
308,Lok Raunak ,Patna,Patna,1 to 5 Year,Ready To Move,Super Built Up Area,1400.0,14285,5,3,3,200.0
309,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,450.0,14444,3,1,1,65.0
310,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,1180.0,11016,1,2,2,130.0
311,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Built Up Area,702.0,21367,8,1,1,150.0
312,Hiranandani Torino ,Patna,Patna,10+ Year,Ready To Move,Super Built Up Area,1450.0,45000,34,3,3,665.0
313,Kohinoor City Mumbai ,Patna,Patna,10+ Year,Ready To Move,Carpet Area,1600.0,31875,7,4,4,510.0
314,NG Complex ,Patna,Patna,10+ Year,Ready To Move,Super Built Up Area,640.0,16406,4,1,2,105.0
315,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,950.0,29473,4,3,3,280.0
316,Unnamed Property,Patna,Patna,5 to 10 Year,Ready To Move,Super Built Up Area,965.0,8808,3,2,2,85.0
317,Shivam Paradise ,Patna,Patna,10+ Year,Ready To Move,Built Up Area,850.0,15882,5,2,2,135.0
318,Amardeep Anutham ,Patna,Patna,1 to 5 Year,Ready To Move,Carpet Area,435.0,31034,20,1,2,135.0
319,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,360.0,44444,4,1,2,160.0
320,Sri Prastha ,Patna,Patna,10+ Year,Ready To Move,Carpet Area,900.0,7222,0,2,2,65.0
321,Unnamed Property,Patna,Patna,5 to 10 Year,Ready To Move,Built Up Area,1175.0,7063,2,2,2,83.0
322,JH Zojwalla Regency Park ,Patna,Patna,5 to 10 Year,Ready To Move,Super Built Up Area,710.0,7887,3,1,2,56.0
323,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,421.0,23752,4,1,1,100.0
324,Samarth Garden ,Patna,Patna,5 to 10 Year,Ready To Move,Super Built Up Area,1070.0,13084,2,2,2,140.0
325,Unnamed Property,Patna,Patna,0 to 1 Year,Ready To Move,Carpet Area,455.0,31868,11,1,2,145.0
326,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Built Up Area,640.0,31093,4,2,2,199.0
327,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,900.0,52777,5,2,2,475.0
328,5P Bhagwati Heritage ,Patna,Patna,0 to 1 Year,Ready To Move,Super Built Up Area,1225.0,9387,7,2,2,115.0
329,Bhoomi Harmony ,Patna,Patna,1 to 5 Year,Ready To Move,Super Built Up Area,1310.0,8091,9,2,2,106.0
330,Hiranandani Fortune City ,Patna,Patna,0 to 1 Year,Ready To Move,Carpet Area,304.0,17105,24,1,1,55.0
331,Transcon Tirumala Habitats ,Patna,Patna,1 to 5 Year,Ready To Move,Carpet Area,1830.0,25956,8,4,4,475.0
332,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Plot Area,922.0,27223,2,4,3,251.0
333,Unnamed Property,Patna,Patna,1 to 5 Year,Ready To Move,Carpet Area,740.0,41216,2,2,2,305.0
334,Unnamed Property,Patna,Patna,5 to 10 Year,Ready To Move,Super Built Up Area,1071.0,13538,5,2,2,145.0
335,Man Opus ,Patna,Patna,1 to 5 Year,Ready To Move,Built Up Area,650.0,10461,11,1,2,64.0
336,Lodha Splendora ,Patna,Patna,1 to 5 Year,Ready To Move,Carpet Area,750.0,12800,4,2,2,96.0
337,Unnamed Property,Patna,Patna,1 to 5 Year,Ready To Move,Carpet Area,1555.0,41800,10,4,4,650.0
338,Unnamed Property,Patna,Patna,1 to 5 Year,Ready To Move,Carpet Area,516.0,22286,11,2,2,115.0
339,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Built Up Area,486.0,33950,2,1,2,165.0
340,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Built Up Area,650.0,26923,2,2,1,175.0
341,Unnamed Property,Patna,Patna,1 to 5 Year,Ready To Move,Built Up Area,808.0,5198,1,1,2,42.0
342,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,638.0,8150,3,1,2,52.0
343,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,600.0,5833,1,1,1,35.0
344,Laxmi Aashirwad ,Patna,Patna,5 to 10 Year,Ready To Move,Super Built Up Area,1020.0,7431,6,2,2,75.8
345,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,1100.0,17272,7,3,3,190.0
346,Unnamed Property,Patna,Patna,24-Nov,Under Construction,Super Built Up Area,470.0,5319,1,1,1,25.0
347,Aristo Lloyds Estate ,Patna,Patna,10+ Year,Ready To Move,Super Built Up Area,700.0,22142,11,1,1,155.0
348,Unnamed Property,Patna,Patna,1 to 5 Year,Ready To Move,Built Up Area,1010.0,8910,7,2,2,90.0
349,Shree Vastupurti Hill View Complex ,Patna,Patna,5 to 10 Year,Ready To Move,Carpet Area,321.0,8255,3,1,1,26.5
350,Suyash Atmaram Park ,Patna,Patna,1 to 5 Year,Ready To Move,Super Built Up Area,750.0,5666,7,1,2,42.5
351,Dattani Tower ,Patna,Patna,10+ Year,Ready To Move,Built Up Area,1171.0,23057,9,3,3,270.0
352,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Built Up Area,875.0,14857,1,2,2,130.0
353,Sunshine Infinity ,Patna,Patna,1 to 5 Year,Ready To Move,Super Built Up Area,2550.0,22549,5,4,3,575.0
354,Arihant Anshula ,Patna,Patna,1 to 5 Year,Ready To Move,Built Up Area,750.0,4666,2,1,1,35.0
355,Lodha Palava Downtown ,Patna,Patna,1 to 5 Year,Ready To Move,Super Built Up Area,1374.0,8731,11,3,2,75.0
356,Dipti Sweta CHS ,Patna,Patna,5 to 10 Year,Ready To Move,Super Built Up Area,650.0,20769,4,1,2,135.0
357,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,682.0,47653,1,1,1,325.0
358,K Raheja Nest ,Patna,Patna,10+ Year,Ready To Move,Built Up Area,985.0,18274,1,2,2,180.0
359,Unnamed Property,Patna,Patna,1 to 5 Year,Ready To Move,Carpet Area,1100.0,33636,3,3,3,370.0
360,Unnamed Property,Patna,Patna,0 to 1 Year,Ready To Move,Carpet Area,420.0,33333,3,1,1,140.0
361,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,1230.0,43495,1,3,3,535.0
362,Unnamed Property,Patna,Patna,5 to 10 Year,Ready To Move,Super Built Up Area,685.0,4963,5,1,1,32.0
363,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,480.0,6894,4,1,2,33.9
364,Unnamed Property,Patna,Patna,1 to 5 Year,Ready To Move,Built Up Area,1009.0,16791,5,2,2,225.0
365,Mallhar Bhimashankar Heights ,Patna,Patna,0 to 1 Year,Ready To Move,Carpet Area,770.0,27272,14,2,2,210.0
366,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Built Up Area,950.0,27368,1,2,3,260.0
367,Westin Ravi Kiran CHS ,Patna,Patna,1 to 5 Year,Ready To Move,Built Up Area,1200.0,22083,1,3,3,265.0
368,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,500.0,43000,16,1,2,215.0
369,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,710.0,11267,1,3,2,80.0
370,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Built Up Area,700.0,5000,3,2,1,35.0
371,Unnamed Property,Patna,Patna,1 to 5 Year,Ready To Move,Super Built Up Area,860.0,5232,3,2,2,45.0
372,Pawan Vatika ,Patna,Patna,5 to 10 Year,Ready To Move,Built Up Area,1010.0,7128,3,2,2,68.0
373,Signature Residency ,Patna,Patna,0 to 1 Year,Ready To Move,Super Built Up Area,1120.0,11607,3,2,2,150.0
374,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Built Up Area,625.0,4240,3,1,1,26.5
375,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Built Up Area,810.0,17283,1,2,2,140.0
376,Unnamed Property,Patna,Patna,1 to 5 Year,Ready To Move,Built Up Area,575.0,28696,5,2,2,156.0
377,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,800.0,21375,4,2,2,171.0
378,Radhey Heritage ,Patna,Patna,1 to 5 Year,Ready To Move,Super Built Up Area,925.0,4864,0,2,2,45.0
379,Sourabh CHS ,Patna,Patna,10+ Year,Ready To Move,Carpet Area,475.0,9473,0,1,1,45.0
380,Siddhivinayak Eden ,Patna,Patna,1 to 5 Year,Ready To Move,Super Built Up Area,695.0,5179,1,1,2,36.0
381,Unnamed Property,Patna,Patna,10+ Year,Ready To Move,Carpet Area,575.0,21043,2,2,2,121.0
382,Unnamed Property,Patna,Patna,5 to 10 Year,Ready To Move,Carpet Area,363.0,8815,3,1,1,32.0
383,Unnamed Property,Patna,Patna,5 to 10 Year,Ready To Move,Built Up Area,700.0,21428,1,2,2,150.0
384,Sunny Orchid Bliss ,Patna,Patna,0 to 1 Year,Ready To Move,Super Built Up Area,1085.0,9523,12,2,2,105.0
385,Om Shivam Arjun ,Amravati,Amravati,1 to 5 Year,Ready To Move,Super Built Up Area,1080.0,8425,4,2,2,91.0
386,Sai Karuna CHS ,Amravati,Amravati,10+ Year,Ready To Move,Super Built Up Area,635.0,17322,6,1,1,110.0
387,Unnamed Property,Amravati,Amravati,1 to 5 Year,Ready To Move,Carpet Area,680.0,25000,15,2,2,170.0
388,Unnamed Property,Amravati,Amravati,1 to 5 Year,Ready To Move,Built Up Area,670.0,3955,6,1,1,26.5
389,Unnamed Property,Amravati,Amravati,5 to 10 Year,Ready To Move,Carpet Area,500.0,14600,26,2,1,73.0
390,Unnamed Property,Amravati,Amravati,10+ Year,Ready To Move,Carpet Area,800.0,46000,1,2,2,368.0
391,Dnyaneshawari Apartments ,Amravati,Amravati,5 to 10 Year,Ready To Move,Super Built Up Area,615.0,11707,8,1,1,72.0
392,Unnamed Property,Amravati,Amravati,10+ Year,Ready To Move,Carpet Area,1024.0,30761,4,3,3,315.0
393,Unnamed Property,Amravati,Amravati,10+ Year,Ready To Move,Carpet Area,668.0,25449,5,2,2,170.0
394,Unnamed Property,Amravati,Amravati,1 to 5 Year,Ready To Move,Super Built Up Area,1080.0,13333,8,2,2,96.0
395,Vishwa Hans ,Amravati,Amravati,1 to 5 Year,Ready To Move,Super Built Up Area,1250.0,14666,7,2,2,110.0
396,Meena Residency ,Amravati,Amravati,1 to 5 Year,Ready To Move,Super Built Up Area,1750.0,12380,4,3,3,130.0
397,Siddharth Geetanjali Sujay ,Amravati,Amravati,1 to 5 Year,Ready To Move,Super Built Up Area,1615.0,10526,6,3,3,170.0
398,Shakti Sky Avenue ,Amravati,Amravati,1 to 5 Year,Ready To Move,Super Built Up Area,1180.0,8135,7,2,2,96.0
399,Delta Tower ,Amravati,Amravati,0 to 1 Year,Ready To Move,Super Built Up Area,1285.0,8560,3,2,2,110.0
400,LK Prince Tower ,Amravati,Amravati,0 to 1 Year,Ready To Move,Built Up Area,1100.0,7636,9,2,2,84.0
401,Suyog Jeevan Anand ,Amravati,Amravati,1 to 5 Year,Ready To Move,Carpet Area,360.0,21388,1,1,1,77.0
402,Sai Chhaya Sadan CHS ,Amravati,Amravati,10+ Year,Ready To Move,Built Up Area,515.0,8155,2,1,1,42.0
403,Shanti Green Palms ,Amravati,Amravati,1 to 5 Year,Ready To Move,Super Built Up Area,1150.0,14347,7,2,2,165.0
404,Unnamed Property,Amravati,Amravati,1 to 5 Year,Ready To Move,Super Built Up Area,730.0,19000,4,1,1,95.0
405,Unnamed Property,Amravati,Amravati,10+ Year,Ready To Move,Super Built Up Area,675.0,40740,3,2,2,275.0
406,Shree Ostwal Point ,Amravati,Amravati,0 to 1 Year,Ready To Move,Carpet Area,185.0,18108,3,1,1,33.5
407,Unnamed Property,Amravati,Amravati,5 to 10 Year,Ready To Move,Carpet Area,580.0,24655,1,2,1,118.0
408,Unnamed Property,Amravati,Amravati,1 to 5 Year,Ready To Move,Super Built Up Area,1300.0,10000,2,2,2,130.0
409,Unnamed Property,Amravati,Amravati,10+ Year,Ready To Move,Carpet Area,775.0,38580,4,2,2,299.0
410,Sheffield Towers ,Amravati,Amravati,10+ Year,Ready To Move,Super Built Up Area,1050.0,29523,6,2,2,310.0
411,Unnamed Property,Amravati,Amravati,10+ Year,Ready To Move,Super Built Up Area,900.0,10777,1,2,2,97.0
412,Ashok Nagar ,Amravati,Amravati,5 to 10 Year,Ready To Move,Built Up Area,890.0,10224,1,1,2,101.0
413,Unnamed Property,Amravati,Amravati,10+ Year,Ready To Move,Carpet Area,1500.0,16666,3,3,3,250.0
414,DSK Madhuban ,Amravati,Amravati,5 to 10 Year,Ready To Move,Super Built Up Area,1203.0,14962,1,2,2,160.0
415,Unnamed Property,Amravati,Amravati,10+ Year,Ready To Move,Built Up Area,800.0,30625,4,2,2,245.0
416,Unnamed Property,Amravati,Amravati,10+ Year,Ready To Move,Carpet Area,460.0,32608,8,1,2,150.0
417,Unnamed Property,Amravati,Amravati,0 to 1 Year,Ready To Move,Carpet Area,350.0,19911,21,1,1,69.7
418,Unnamed Property,Amravati,Amravati,10+ Year,Ready To Move,Super Built Up Area,785.0,18471,2,2,2,145.0
419,Shree Niketan ,Amravati,Amravati,5 to 10 Year,Ready To Move,Carpet Area,644.0,22049,6,2,2,142.0
420,Unnamed Property,Amravati,Amravati,5 to 10 Year,Ready To Move,Carpet Area,692.0,19508,4,3,2,135.0
421,Unnamed Property,Amravati,Amravati,10+ Year,Ready To Move,Built Up Area,1300.0,5538,1,3,3,72.0
422,Unnamed Property,Amravati,Amravati,5 to 10 Year,Ready To Move,Super Built Up Area,1110.0,7207,12,2,2,80.0
423,Neelkanth Vishwa ,Amravati,Amravati,5 to 10 Year,Ready To Move,Super Built Up Area,670.0,6417,1,1,1,43.0
424,Balaji Symphony ,Amravati,Amravati,1 to 5 Year,Ready To Move,Super Built Up Area,1055.0,9668,17,2,2,102.0
425,Unnamed Property,Amravati,Amravati,1 to 5 Year,Ready To Move,Super Built Up Area,675.0,9259,3,1,1,62.5
426,Trishul Terraces ,Amravati,Amravati,10+ Year,Ready To Move,Carpet Area,1000.0,35000,18,3,3,350.0
427,Lalani Grandeur ,Amravati,Amravati,5 to 10 Year,Ready To Move,Carpet Area,410.0,30243,18,1,2,124.0
428,Unnamed Property,Amravati,Amravati,10+ Year,Ready To Move,Built Up Area,600.0,20833,6,2,2,125.0
429,Unnamed Property,Amravati,Amravati,5 to 10 Year,Ready To Move,Built Up Area,750.0,7066,1,1,2,53.0
430,Unnamed Property,Amravati,Amravati,5 to 10 Year,Ready To Move,Built Up Area,1000.0,6800,3,2,2,68.0
431,Balaji Mayuresh Delta ,Amravati,Amravati,1 to 5 Year,Ready To Move,Super Built Up Area,1350.0,10370,8,2,2,140.0
432,Bhagwati Greens ,Amravati,Amravati,1 to 5 Year,Ready To Move,Super Built Up Area,2150.0,16279,15,3,3,350.0
433,Unnamed Property,Amravati,Amravati,10+ Year,Ready To Move,Built Up Area,580.0,12857,5,1,2,54.0
